fpt,threshold,tpr
5.75321029134e-07,0.958964942381,3.75299301193e-06
3.27932986607e-05,0.954954633185,8.63188392743e-05
3.62452248355e-05,0.954797772266,9.75778183101e-05
4.08477930685e-05,0.9545317681,0.00011634278337
4.7176324389e-05,0.954217435458,0.000138860741441
6.96138445252e-05,0.953310342319,0.000236438559751
0.000122543379206,0.952037469651,0.000412829231312
0.000123694021264,0.951996255201,0.000424088210348
0.000144980899342,0.951685429022,0.000495395077574
0.000158213283012,0.951342424672,0.000577960923837
0.000170295024624,0.951067969042,0.000638008812028
0.000189855939614,0.950807433461,0.000731833637326
0.00019963639711,0.950665762762,0.000784375539493
0.00020596492843,0.950530764012,0.000840670434672
0.000303194182354,0.94923431427,0.00139236040742
0.000306070787499,0.949160398732,0.00142238435152
0.000311823997791,0.94913379987,0.00144114931658
0.000315851244995,0.949078599812,0.00149744421176
0.000320453813228,0.949044564847,0.00151620917682
0.000354397753947,0.948801620447,0.0016363049532
0.000366479495559,0.948692256332,0.0017301297785
0.000380862521287,0.94854284188,0.0018577315409
0.000388917015695,0.94843915884,0.00193279140114
0.000390642978782,0.948429658434,0.00193654439415
0.000400423436277,0.948334933621,0.00197782731729
0.000404450683481,0.948317782797,0.00198533330331
0.000429189487734,0.948167284115,0.0021091820727
0.000440695908317,0.948073631024,0.00218048893993
0.000451051686841,0.948008584152,0.00222177186306
0.000467735996686,0.947867046835,0.00235312661848
0.000495926727114,0.947688181234,0.00246196341582
0.00053159663092,0.947441022183,0.00269464898256
0.000540801767386,0.947392939556,0.00275844986377
0.000556335435173,0.947291521659,0.00284476870304
0.000562088645464,0.947257761238,0.00287103965412
0.000563239287522,0.947241811514,0.00288605162617
0.000607539006766,0.946933651034,0.00318629106713
0.000613292217057,0.946909519107,0.00319755004616
0.00061789478529,0.946871061769,0.00325384494134
0.000636880379252,0.946749993612,0.00338895268977
0.000639181663368,0.946730941695,0.00340771765483
0.000649537441893,0.946690658273,0.00344149459194
0.000670824319971,0.946603529409,0.00353156642422
0.000676577530262,0.946574658591,0.00355783737531
0.000692686519078,0.94649319094,0.00364415621458
0.000703617618631,0.946446748758,0.00370795709578
0.000715699360243,0.946357709415,0.00382054688614
0.000719726607447,0.946343208177,0.00383180586518
0.000752519906108,0.946129057974,0.00411328034107
0.000771505500069,0.94601998998,0.00427465904058
0.000776683389331,0.945998348919,0.00429342400564
0.000785313204768,0.945962967607,0.0043422129148
0.000799120909467,0.945897408778,0.00441727277504
0.000804874119759,0.945866034607,0.00446230869118
0.000816955861371,0.945797681565,0.0045636395025
0.000830188245041,0.945749812678,0.00462368739069
0.000838242739449,0.945713830134,0.00469499425792
0.000898651447508,0.94546370082,0.00501775165695
0.000906130620886,0.945437462837,0.00505152859405
0.000914185115294,0.945412750436,0.0050965645102
0.000931444746168,0.945314681232,0.00527670817477
0.000938923919547,0.945281066547,0.00532549708392
0.000942375845722,0.945267211745,0.00534050905597
0.000945827771897,0.94525338204,0.00535552102802
0.000952156303217,0.945230993264,0.00540430993717
0.000996456022461,0.945079524948,0.00561072455283
0.000999332627606,0.945071650655,0.00563699550391
0.00102809867906,0.944955362637,0.00583965712656
0.00103787913656,0.94493084727,0.00588094004969
0.00103902977862,0.944914912816,0.0059147169868
0.00104593363097,0.944890894289,0.00595975290294
0.00106204261978,0.944827974652,0.00605733072125
0.00106664518801,0.944811377134,0.00609110765836
0.00107700096654,0.944763845591,0.00615866153257
0.0010781516086,0.94475758018,0.00617367350462
0.001105767018,0.944652720457,0.00635381716919
0.00110691766005,0.944645572549,0.00637633512726
0.00112015004372,0.944616551898,0.00643638301545
0.00113683435357,0.944557323904,0.00654146681979
0.00114603949004,0.944517014705,0.00660151470798
0.00115236802136,0.944482802483,0.00668032756123
0.00116099783679,0.94444724668,0.00674788143544
0.00117365489943,0.944410392581,0.00681168231665
0.00118055875178,0.944377446509,0.00687923619086
0.00121335205044,0.944260516211,0.00710441577158
0.00121565333456,0.944249300662,0.00712693372965
0.00122198186588,0.944228842786,0.00719448760386
0.00122428315,0.944222273794,0.00721325256892
0.0012380908547,0.944137489482,0.00740840820554
0.00126167901689,0.944052287956,0.00756978690506
0.00126513094307,0.944043180573,0.0075847988771
0.00127088415336,0.944024622622,0.00760356384216
0.00128526717909,0.943962597291,0.00773867159059
0.00129619827864,0.943905662325,0.00787002634601
0.00131978644083,0.943848726305,0.00801639307348
0.00132841625627,0.943810423871,0.0080876999407
0.00133992267685,0.943775551009,0.00818527775901
0.00136581212316,0.94368708444,0.00838793938166
0.00137099001243,0.943659965763,0.00845174026286
0.00137214065449,0.943654696129,0.00846675223491
0.00137329129654,0.943649876477,0.00848176420696
0.0013842223961,0.943611642002,0.00858309501828
0.00141644037373,0.943509260615,0.00878200364791
0.00142161826299,0.943499642914,0.00881953357803
0.00144405578313,0.943444241681,0.00897340629152
0.00145843880886,0.943395198727,0.00908599608188
0.00146764394532,0.943369640425,0.00916856192814
0.00147282183458,0.943357936956,0.00919858587223
0.00147397247664,0.943355794858,0.00920609185826
0.00148087632899,0.943332061216,0.00926613974645
0.00148375293414,0.943327627681,0.00927364573247
0.00151021770148,0.943236867229,0.00946880136909
0.00151079302251,0.943236696169,0.0094725543621
0.00151251898559,0.943234385937,0.00947630735512
0.00151424494868,0.943228325116,0.00949131932716
0.00151482026971,0.943227947988,0.00949131932716
0.00152460072721,0.943190376815,0.0095964031315
0.00153207990058,0.943169547984,0.00964143904764
0.00155969530998,0.943079168238,0.00993792549558
0.0015660238413,0.943064417894,0.00999797338377
0.00157637961983,0.943016008743,0.0101443401112
0.00158673539835,0.942991840089,0.0102231529645
0.00160054310305,0.942954302375,0.0103169777898
0.00160111842408,0.942947832318,0.0103582607129
0.00160629631334,0.942937920948,0.010388284657
0.00162930915451,0.942870651057,0.0105459103635
0.00163218575965,0.942864931678,0.0105571693426
0.00167591015787,0.942754792885,0.0108874327276
0.00168281401022,0.942736777824,0.0109362216368
0.00172251116123,0.94261327393,0.01132653291
0.00173056565564,0.942593972685,0.0113678158331
0.00173401758181,0.942591606701,0.0113790748122
0.00174034611313,0.942576168087,0.0114166047423
0.00174724996548,0.942565737105,0.0114353697073
0.00175070189166,0.942556367483,0.0114653936514
0.001777166659,0.942500328649,0.0116267723509
0.001777166659,0.94249963829,0.011630525344
0.00179154968472,0.942459061817,0.0117205971762
0.0017990288581,0.94244072365,0.0117693860854
0.00181571316795,0.942400717254,0.0118669639037
0.00182434298338,0.94237341624,0.0119382707709
0.00182721958853,0.942357889066,0.011960788729
0.00183009619368,0.942348029141,0.0119983186591
0.00183527408294,0.942332190874,0.0120621195403
0.00183815068808,0.942327624734,0.0120696255264
0.00183872600911,0.942322914471,0.0120883904914
0.00185195839278,0.942292889321,0.0121747093307
0.00187612187601,0.942222549149,0.0123623589813
0.00188762829659,0.942188682652,0.0124749487716
0.00189453214894,0.942168172382,0.0125462556389
0.00190661389055,0.942129121166,0.0126701044083
0.00191466838496,0.942112140783,0.0127151403244
0.00191524370599,0.942111745441,0.0127188933174
0.00192214755834,0.942094860747,0.0127789412056
0.00192502416348,0.942087288312,0.0127939531777
0.00192790076863,0.942080292305,0.0128239771218
0.0019411331523,0.942048776976,0.012910295961
0.00194228379436,0.942045202228,0.0129365669121
0.00194746168362,0.942034524368,0.0129553318772
0.00195379021494,0.94201426409,0.0130116267724
0.00196644727758,0.941978232234,0.0131242165627
0.00203836240622,0.941810938639,0.0136008466752
0.00205504671607,0.941765720943,0.0137697313608
0.00206712845768,0.941745509398,0.013852297207
0.00207000506283,0.94174101092,0.013859803193
0.00207173102591,0.941734686127,0.0138898271371
0.00212696184471,0.941608976184,0.0142351024942
0.002132715055,0.941589013096,0.0142951503824
0.00214537211764,0.941552545044,0.0143964811938
0.00218046670042,0.941479175127,0.0146441787325
0.00220635614673,0.941415140691,0.0148806172923
0.00221613660423,0.941374872557,0.0150044660617
0.00221728724628,0.941373804013,0.0150157250407
0.00221843788834,0.941371348327,0.0150344900058
0.00221901320937,0.941371241537,0.0150344900058
0.00222246513555,0.941358101597,0.015090784901
0.0022293689879,0.941339235037,0.0151658447612
0.00223512219819,0.941326502444,0.0152033746913
0.00225986100244,0.941275183288,0.0153647533908
0.00226043632347,0.941270325029,0.0153797653629
0.00226561421273,0.94125623618,0.0154473192371
0.00228517512772,0.941206173032,0.0156537338527
0.00231221521609,0.941132003384,0.0158826664265
