fpt,threshold,tpr
6.32853132048e-06,0.956310258727,0.0
3.68205458646e-05,0.952490275583,7.88128532505e-05
3.8546508952e-05,0.952387004836,9.38248252982e-05
4.19984351268e-05,0.952162267221,0.000101330811322
4.7176324389e-05,0.95205338945,0.000120095776382
8.28462281953e-05,0.950743120382,0.000221426587704
0.000128296589497,0.949705859306,0.000360287329145
0.000130022552584,0.949680401241,0.000367793315169
0.000152460072721,0.94927022721,0.0004090762383
0.000171445666682,0.948705078834,0.000544183986729
0.000178349519032,0.948496481159,0.000615490853956
0.000195609149906,0.948143308997,0.00072057465829
0.000202513002255,0.947989496797,0.000754351595397
0.000222073917246,0.947665777275,0.000829411455636
0.000239908869149,0.947353312867,0.00093449525997
0.000321604455286,0.946464839999,0.00127226463104
0.000330234270723,0.94640377847,0.00128727660309
0.000334261517927,0.94630697762,0.00132855952622
0.000340590049247,0.946245561327,0.00133981850526
0.000342316012335,0.946218872301,0.00135107748429
0.00034576793851,0.946174789193,0.00138110142839
0.000371082063792,0.94589091773,0.00153872713489
0.000381437842316,0.945758218651,0.00163255196019
0.000395245547015,0.945604135064,0.00171136481344
0.000407902609656,0.945517662435,0.00176015372259
0.000408477930685,0.945506412916,0.00177891868765
0.000417107746122,0.94540170381,0.00185397854789
0.000420559672297,0.945381586617,0.00186523752693
0.00045162700787,0.945075650357,0.00205664017054
0.000460256823307,0.944971795771,0.00211293506571
0.000480393059327,0.944824425267,0.00219925390499
0.000539075804299,0.944349126421,0.00253702327606
0.000550006903852,0.944286970943,0.00260833014329
0.000564389929581,0.944178100762,0.00270215496859
0.000568417176785,0.944144152298,0.00273593190569
0.00057129378193,0.944130100575,0.00274343789172
0.000615593501174,0.94376873865,0.00305493631171
0.00061789478529,0.943756850941,0.00306244229773
0.000620196069407,0.943729367983,0.00307370127677
0.000624223316611,0.943707543702,0.00309621923484
0.000642633589543,0.943544848381,0.00323883296929
0.000647236157776,0.94352111235,0.00324633895532
0.000654715331155,0.943488997369,0.00327636289941
0.000667372393796,0.943402642271,0.00335142275965
0.000673125604087,0.943375709677,0.0033664347317
0.000684056703641,0.943270844193,0.00350154248013
0.000702466976573,0.943192078,0.00355033138928
0.000720301928476,0.943086246145,0.00365541519362
0.000722027891563,0.943077726792,0.00367042716566
0.000766902931836,0.942834882649,0.00388059477433
0.000778409352419,0.94275316178,0.00399318456469
0.000782436599623,0.94272005512,0.00403822048083
0.000793943020205,0.942672884653,0.00407199741794
0.000808901366963,0.942575482365,0.00417708122227
0.000813503935196,0.942554691606,0.00422211713842
0.00083076356607,0.942477426394,0.00430092999167
0.000838242739449,0.942401135909,0.00438724883094
0.000852050444148,0.94235024246,0.0044360377401
0.000900377410595,0.942106592509,0.00478506609021
0.000907281262945,0.942065527226,0.00483385499936
0.000914185115294,0.942021628967,0.00489014989454
0.000932020067197,0.941906448774,0.00504026961502
0.000938348598518,0.941862785005,0.00511532947526
0.000941225203664,0.941849358082,0.00512658845429
0.000942375845722,0.941842490277,0.00514160042634
0.000946978413955,0.941814738164,0.00518663634248
0.000977470428499,0.941641234886,0.00545309884633
0.000987250885994,0.941609330867,0.00548687578344
0.000991278133198,0.941599672505,0.00550188775548
0.00101601693745,0.941473625239,0.00567452543403
0.00102637271598,0.941440347121,0.00574207930825
0.00102752335803,0.941429745748,0.00575333828728
0.00103500253141,0.941387954094,0.00580963318246
0.00105571408846,0.941295014616,0.00592222297282
0.00107527500345,0.941193991889,0.00603105977017
0.00107872692963,0.941166448784,0.00606108371426
0.00111094490726,0.941040477457,0.00623747438582
0.0011195747227,0.940998282129,0.0063237932251
0.00114546416901,0.940893126601,0.00650393688967
0.00115294334239,0.940853248321,0.0065752437569
0.00116847701017,0.940806884349,0.00664655062412
0.00117653150458,0.9407553715,0.0067666464005
0.00118401067796,0.940712210027,0.00684170626074
0.00120817416118,0.940620596681,0.00704061489038
0.0012104754453,0.940597669512,0.00710441577158
0.00121737929765,0.940547097602,0.00719073461085
0.00124154278087,0.940446212862,0.00731458338025
0.00126225433792,0.940375138138,0.0074271731706
0.00126340497998,0.940369001939,0.00744593813566
0.00126858286924,0.940352578365,0.00746470310072
0.00128641782114,0.940295612852,0.00755102194
0.00129965020481,0.9402402244,0.0076448467653
0.00132381368804,0.940164469735,0.00774993056963
0.00133416946656,0.940115607167,0.00784000240192
0.00134912781332,0.940047201175,0.00795259219227
0.00137329129654,0.939951822512,0.00815900680793
0.00137904450683,0.939929739437,0.00825283163323
0.00138249643301,0.939919027441,0.00826784360528
0.00138364707507,0.939918203041,0.00826784360528
0.00138882496433,0.939891552679,0.00833539747949
0.00139170156948,0.939878703246,0.00838043339563
0.00141759101579,0.939723270623,0.00868067283659
0.00142276890505,0.939708009864,0.00870694378767
0.00144635706724,0.939625413258,0.00884955752212
0.0014572881668,0.939573519096,0.00900343023561
0.00146419201915,0.939553212555,0.00905972513079
0.00147224651355,0.939513095522,0.00913103199802
0.0014751231187,0.939505411896,0.00914229097705
0.00148317761311,0.939478343686,0.00920233886525
0.0014849035762,0.939475371723,0.00920609185826
0.00150446449119,0.939399870252,0.00936747055777
0.00151136834354,0.939365930017,0.00941625946692
0.00151194366456,0.939365926266,0.00941625946692
0.00151251898559,0.939362232466,0.00942376545295
0.00151424494868,0.939354176857,0.009438777425
0.00151424494868,0.939348169677,0.00946129538307
0.00152747733235,0.939315806478,0.00952134327126
0.00153553182676,0.939287699568,0.00958139115945
0.0015619965941,0.939165070743,0.00982158271221
0.00157062640954,0.93912868711,0.00988538359342
0.00158788604041,0.939050749372,0.010054268279
0.0016034197082,0.939005223089,0.0101330811322
0.00162240530216,0.93894543511,0.0102381649365
0.00162643254936,0.93893279932,0.0102606828946
0.00162988447554,0.938916806706,0.0103019658177
0.00164484282229,0.938862695125,0.0104258145871
0.00164714410641,0.938855580131,0.0104520855382
0.00168453997331,0.938714645824,0.0107523249792
0.00168971786257,0.938696290162,0.0108011138883
0.0017397707921,0.938513341191,0.0112477200567
0.00174034611313,0.938496821126,0.0113115209379
0.00174667464445,0.9384797666,0.0113528038611
0.00175070189166,0.938466301795,0.0113678158331
0.0017535784968,0.938454771452,0.0114053457632
0.00177544069591,0.938357804368,0.011645537316
0.00177544069591,0.938357482188,0.011653043302
0.00179442628987,0.938276454963,0.0118331869666
0.00180133014222,0.938254472957,0.0118782228827
0.00181628848898,0.938197066424,0.0120020716521
0.00182952087265,0.93815844844,0.0121221674285
0.00183297279882,0.938139277905,0.0121634503517
0.0018404519722,0.93812466275,0.0122084862678
0.00184217793529,0.938117713446,0.0122347572189
0.00184275325632,0.938114476082,0.0122497691909
0.00185368435587,0.938049715909,0.0124186538765
0.00187612187601,0.937985409149,0.012591291555
0.00189280618585,0.937949150563,0.0126738574013
0.00190086068026,0.937923403303,0.0127226463104
0.00191179177981,0.937887354612,0.0128389890938
0.00191524370599,0.937877373458,0.0128840250099
0.00192042159525,0.937854336668,0.0129553318772
0.00192214755834,0.937853352865,0.0129590848702
0.00192502416348,0.937835550426,0.0130078737793
0.00193480462098,0.93780946947,0.0130791806466
0.00193595526304,0.937800678403,0.0131092045907
0.00194228379436,0.9377901851,0.0131279695557
0.00194861232568,0.937776032647,0.0131654994858
0.00196242003038,0.937738313524,0.0132743362832
0.00201765084917,0.937549953069,0.0137884963258
0.00203375983799,0.937507190177,0.0139010861162
0.00203433515902,0.937502343788,0.0139160980882
0.00205274543195,0.937439588292,0.0140849827738
0.00205389607401,0.937429135198,0.0141187597109
0.00207058038385,0.937372279933,0.0142426084803
0.00209359322502,0.937287767831,0.0145390949282
0.00209819579325,0.937267382678,0.0146104017954
0.00210797625075,0.937238116849,0.0146854616557
0.00213731762323,0.937144819466,0.0149143942294
0.00216205642749,0.9370729806,0.0151245618381
0.00216378239057,0.937071249882,0.0151283148311
0.00217126156395,0.937047703219,0.0151883627193
0.0021741381691,0.937044525855,0.0151996216983
0.00217586413219,0.937040224746,0.0152108806773
0.00217586413219,0.937039015161,0.0152146336704
0.00218161734248,0.937019356668,0.0152596695865
0.00219139779997,0.936989235959,0.0153384824397
0.00219772633129,0.936970375916,0.0153985303279
0.00222246513555,0.936901343502,0.0156237099087
0.00222419109863,0.936897223639,0.0156387218807
0.00222994430892,0.936872595153,0.0157062757549
0.00225008054494,0.936811275645,0.0158901724125
0.00227596999126,0.93674883042,0.0160740690701
0.00228229852258,0.936737959795,0.0161115990002
0.00228690109081,0.936729726529,0.0161528819233
0.00229380494316,0.93671680122,0.0161791528744
0.0023024347586,0.936678215314,0.0163030016438
0.00231911906844,0.936631383439,0.0164193444272
0.00233005016799,0.936593817251,0.0165056632665
0.00233752934137,0.936574708186,0.0165469461896
0.00235133704607,0.936523930489,0.0166595359799
0.0023519123671,0.936523824539,0.0166595359799
0.00236629539283,0.936487351254,0.0168059027074
0.00237607585032,0.936463157758,0.0168959745397
0.00238470566576,0.936435019252,0.0169597754209
0.00238758227091,0.936428344815,0.016978540386
0.00240138997561,0.936383090332,0.0171211541204
0.00240254061766,0.936379171651,0.0171361660925
0.00240886914899,0.936362172279,0.0172037199667
0.002429005385,0.93631583979,0.01732006275
0.00244051180559,0.936289905303,0.0174213935614
0.00245719611543,0.936247403726,0.0175715132818
0.00247560638836,0.936188073698,0.0177629159255
0.00250724904497,0.936084031463,0.0181344622336
0.00251472821835,0.93606407812,0.0182057691009
